#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-02-14T19:27:36 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-02-14T19:27:37	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-order=I&-c.r=  2&-c.geom=r&-out.src=J/A+A/685/A106/emain&-source=J/A+A/685/A106/emain&-out=Name&-out=RAJ2000&-out=DEJ2000&-out=Exp&-out=zBest&-out=CR500&-out=CTS500&-out=F500&-out=L500&-out=KT&-out=Mgas500&-out=YX500&-out=M500&-out=Fgas500&-out=R500&-out.max=1000&-c.eq=J2000&-c.u=arcmin&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36850106
#Name: J/A+A/685/A106
#Title: eRASS. Galaxy clusters and groups in WGH (Bulbul+, 2024)
#INFO	ivoid=ivo://cds.vizier/j/a+a/685/a106	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/685/a106	    IVOID of underlying data collection
#INFO	creator=Bulbul E.	    First author or institution
#INFO	cites=bibcode:2024A&A...685A.106B	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2024	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/685/A106	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36850106	    Dataset identifier that can be used for citation
#INFO	publication_date=2024-11-07	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_685_A106_emain:
#Name: J/A+A/685/A106/emain
#Title: Primary galaxy clusters and groups catalog
#Column	Name	(A23)	Source name, 1eRASS JHHMMSS.s+DDMMSS	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F15.11)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F15.11)	Declination J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Exp	(F6.1)	Average exposure	[ucd=time.expo]
#Column	zBest	(F7.4)	Best available redshift	[ucd=src.redshift]
#Column	CR500	(F8.3)	0.2-2.3keV count rate within R500	[ucd=phot.count;em.X-ray]
#Column	CTS500	(F8.1)	0.2-2.3keV counts within R500	[ucd=phot.count;em.X-ray]
#Column	F500	(F10.3)	? 0.2-2.3keV flux within R500	[ucd=phot.flux;em.X-ray]
#Column	L500	(F9.3)	? 0.2-2.3keV luminosity within R500	[ucd=phys.luminosity;em.X-ray]
#Column	KT	(F6.2)	? Temperature measured by MBProj2D	[ucd=phys.temperature]
#Column	Mgas500	(F7.2)	? Calibrated cluster gas mass within R500	[ucd=phys.mass]
#Column	YX500	(F8.2)	? The mass proxy within R500	[ucd=phys.mass]
#Column	M500	(F7.2)	? CLuster total mass M500 from eROCOP	[ucd=phys.mass]
#Column	Fgas500	(F6.3)	? Cluster gas mass fraction within R500	[ucd=phys.mass]
#Column	R500	(I5)	? Overdensity radius R500 from eROCOP	[ucd=phys.size.radius]
Name;RAJ2000;DEJ2000;Exp;zBest;CR500;CTS500;F500;L500;KT;Mgas500;YX500;M500;Fgas500;R500
1eRASS J014424.5-222022;026.10240804605;-22.33962007538; 147.7; 1.0061;   0.114;    16.8;    10.434;  550.425;      ;  71.88;    0.00;  29.10; 0.030;  689
1eRASS J014424.8-565714;026.10365504100;-56.95398757348; 146.7; 0.5920;   0.019;     2.8;          ;         ;      ;       ;        ;       ;      ;
1eRASS J014434.3-415723;026.14292657900;-41.95640183638; 198.6; 0.9751;   0.070;    13.9;     6.420;  300.705;      ; 215.95;    0.00;  20.54; 0.094;  621
1eRASS J014440.0-701916;026.16670400533;-70.32138251715; 204.8; 0.3444;   0.146;    30.0;    12.592;   66.543;  1.32;  49.53;   75.74;  16.97; 0.029;  747
1eRASS J014441.7-221357;026.17408446926;-22.23250191396; 149.9; 0.2838;   2.072;   310.6;   198.555;  491.009;      ; 795.75;    0.00;  82.76; 0.096; 1296
1eRASS J014443.7-823323;026.18221306137;-82.55649433748; 210.8; 0.7106;   0.067;    14.2;     6.173;  151.330;      ; 140.12;    0.00;  16.70; 0.073;  643
1eRASS J014452.6-730201;026.21956820131;-73.03373221878; 225.6; 0.0748;   0.800;   180.5;    71.568;   13.826;      ;  62.38;    0.00;  11.11; 0.054;  714
1eRASS J014456.1-530105;026.23415873373;-53.01825722885; 133.7; 0.1238;   5.310;   709.8;   505.039;  216.671;  4.94; 586.72; 2943.61;  55.82; 0.105; 1203
1eRASS J014512.6-554353;026.30269235148;-55.73144538085; 148.8; 0.0901;   0.762;   113.4;    71.801;   15.808;      ;  78.49;    0.00;  11.80; 0.066;  725
1eRASS J014513.8-480736;026.30764142279;-48.12683680947; 138.4; 0.3172;   0.130;    18.0;    12.270;   38.736;      ;  71.70;    0.00;  13.28; 0.057;  696
1eRASS J014513.9-603339;026.30811796989;-60.56092247365; 165.4; 0.1802;   3.224;   533.4;   302.714;  298.610;  5.07; 414.41; 2090.05;  68.58; 0.061; 1264
1eRASS J014515.5-425335;026.31476635187;-42.89321332159; 262.1; 0.4390;   0.541;   141.8;    51.496;  336.722;      ; 724.68;    0.00;  62.93; 0.114; 1115
1eRASS J014525.7-353245;026.35723494705;-35.54585757027; 156.4; 0.2714;   0.033;     5.1;          ;         ;      ;       ;        ;       ;      ;
1eRASS J014557.1-345214;026.48828935977;-34.87082928095; 152.1; 0.7890;   0.057;     8.7;          ;         ;      ;       ;        ;       ;      ;
1eRASS J014600.2-552352;026.50116941444;-55.39804856678; 148.1; 0.0880;   0.843;   124.8;    77.006;   16.809;      ;  71.33;    0.00;  13.06; 0.053;  750
1eRASS J014603.2-592629;026.51361427905;-59.44156734128; 161.9; 0.5488;   0.096;    15.6;     9.006;  100.769;      ;  45.03;    0.00;  15.46; 0.031;  669
1eRASS J014609.7-310654;026.54082726385;-31.11503034269; 140.7; 0.4303;   0.049;     6.9;          ;         ;      ;       ;        ;       ;      ;
1eRASS J014616.0-181313;026.56706192260;-18.22049307610; 150.1; 0.2499;   0.272;    40.8;    25.936;   47.187;      ; 124.28;    0.00;  17.69; 0.065;  785
1eRASS J014617.8-255212;026.57433237686;-25.87014717952; 154.8; 0.5226;   0.000;     0.0;          ;         ;      ;       ;        ;       ;      ;
1eRASS J014625.9-320021;026.60797858762;-32.00604252241; 141.7; 0.3005;   0.188;    26.6;    16.611;   57.328;      ; 127.43;    0.00;  16.11; 0.075;  747
1eRASS J014626.3-181322;026.60980828891;-18.22295490347; 152.2; 0.2499;   0.960;   146.1;    91.786;  165.976;  3.94; 470.91; 2044.96;  48.56; 0.096; 1099
1eRASS J014632.4-502626;026.63535732554;-50.44071743912; 146.6; 0.3946;   0.045;     6.6;          ;         ;      ;       ;        ;       ;      ;
1eRASS J014632.5-724834;026.63572415654;-72.80955219213; 227.1; 0.0846;   0.223;    50.7;          ;         ;      ;       ;        ;       ;      ;
1eRASS J014644.4-215621;026.68539944924;-21.93926390744; 143.1; 0.3335;   0.220;    31.5;    20.621;   67.540;  2.24; 155.93;  390.69;  20.96; 0.074;  805
1eRASS J014654.7-364907;026.72825855316;-36.81887468299; 164.5; 0.2334;   0.369;    60.6;    33.788;   58.323;  1.59; 182.43;  314.83;  22.78; 0.078;  859
1eRASS J014659.6-714710;026.74857289367;-71.78635767940; 211.4; 0.4683;   0.046;     9.7;          ;         ;      ;       ;        ;       ;      ;
1eRASS J014706.4-335536;026.77672277030;-33.92681042244; 154.7; 0.8423;   0.154;    23.8;    13.763;  490.027;  1.73; 311.11;  582.39;  35.78; 0.091;  787
1eRASS J014749.7-515016;026.95726360752;-51.83797148681; 150.3; 0.8472;   0.088;    13.2;     8.123;  256.282;      ; 216.42;    0.00;  24.44; 0.079;  692
1eRASS J014756.9-364126;026.98714038373;-36.69080303217; 162.4; 0.1523;   0.286;    46.4;    23.948;   16.866;  1.03;  16.16;   17.23;  10.45; 0.016;  682
1eRASS J014802.1-625155;027.00879212132;-62.86548999861; 180.9; 0.0932;   1.274;   230.5;   120.103;   29.243;      ; 136.28;    0.00;  18.00; 0.075;  833
1eRASS J014815.4-315453;027.06436172061;-31.91498982186; 145.6; 0.1507;   1.625;   236.7;   154.771;   97.056;      ; 353.70;    0.00;  38.67; 0.092; 1055
1eRASS J014816.9-291540;027.07058756853;-29.26113018956; 142.8; 0.8079;   0.062;     8.8;          ;         ;      ;       ;        ;       ;      ;
1eRASS J014823.2-260051;027.09692842470;-26.01421921094; 154.9; 0.9116;   0.076;    11.7;     7.036;  253.138;      ; 114.55;    0.00;  17.68; 0.066;  606
1eRASS J014843.1-230547;027.17960304369;-23.09650554850; 156.2; 0.5912;   0.139;    21.6;    12.671;  173.589;  1.96; 226.31;  453.83;  27.31; 0.075;  795
1eRASS J014858.3-553032;027.24316809233;-55.50890262697; 151.7; 0.7446;   0.118;    18.0;    10.480;  344.039;  1.51; 170.16;  293.12;  24.30; 0.066;  719
1eRASS J014916.5-291511;027.31899412225;-29.25311740099; 143.6; 0.4301;   0.211;    30.3;    20.008;  120.057;      ; 277.75;    0.00;  27.75; 0.097;  852
1eRASS J014926.9-382544;027.36241445683;-38.42903925639; 165.2; 0.3647;   0.646;   106.7;    60.487;  268.585;  2.57; 570.16; 1552.07;  57.20; 0.099; 1112
1eRASS J014933.6-341345;027.39011654994;-34.22927301891; 154.6; 0.2929;   0.148;    22.9;    14.102;   38.232;      ; 116.07;    0.00;  13.95; 0.080;  713
1eRASS J014944.3-215446;027.43486223961;-21.91295416103; 153.5; 0.3314;   0.099;    15.3;     9.531;   32.920;      ;  77.57;    0.00;  10.92; 0.067;  648
1eRASS J014947.4-452649;027.44782078303;-45.44706211487; 164.2; 0.2937;   0.468;    76.8;    43.895;  117.900;      ; 260.95;    0.00;  35.49; 0.074;  974
1eRASS J014951.7-274955;027.46580745967;-27.83209818225; 158.5; 0.5641;   0.138;    21.8;    12.976;  148.450;      ; 226.42;    0.00;  23.56; 0.093;  765
1eRASS J015001.2-324850;027.50523017236;-32.81402612758; 143.8; 0.2479;   0.268;    38.5;    24.595;   47.637;      ; 135.92;    0.00;  17.65; 0.076;  785
1eRASS J015003.4-341240;027.51453276967;-34.21138545750; 153.3; 0.3576;   0.089;    13.7;     8.324;   38.349;      ;  69.50;    0.00;  12.21; 0.058;  666
1eRASS J015005.5-263953;027.52319183883;-26.66486354501; 155.7; 0.3791;   0.331;    51.5;    31.279;  142.955;      ; 215.88;    0.00;  35.49; 0.062;  943
1eRASS J015007.9-764521;027.53306284281;-76.75604142368; 200.4; 0.4792;   0.035;     7.1;          ;         ;      ;       ;        ;       ;      ;
1eRASS J015017.6-603034;027.57338652852;-60.50968489749; 167.9; 0.2249;   0.228;    38.2;    20.604;   34.553;  1.40;  94.83;  154.46;  14.22; 0.062;  736
1eRASS J015029.4-662946;027.62255604586;-66.49633887810; 212.9; 0.5353;   0.058;    12.4;     5.275;   66.268;      ;  27.01;    0.00;  14.21; 0.020;  654
1eRASS J015034.8-451112;027.64506502012;-45.18690040031; 228.1; 0.2879;   1.160;   264.7;   110.766;  274.001;      ; 635.75;    0.00;  64.09; 0.099; 1188
1eRASS J015035.1-260710;027.64653109421;-26.11947323980; 153.1; 0.2095;   0.423;    64.8;    40.235;   50.049;  4.16; 163.15;  798.33;  21.36; 0.076;  848
1eRASS J015036.6-333333;027.65252500164;-33.55932569469; 146.0; 0.6441;   0.054;     8.0;          ;         ;      ;       ;        ;       ;      ;
1eRASS J015038.2-615726;027.65928604578;-61.95741276791; 170.7; 0.3361;   0.196;    33.5;    17.646;   67.641;  1.53;  65.46;  124.75;  19.67; 0.032;  787
1eRASS J015100.6-585745;027.75268482638;-58.96277006862; 156.3; 0.7299;   0.047;     7.4;          ;         ;      ;       ;        ;       ;      ;
1eRASS J015101.2-240359;027.75508878667;-24.06663302379; 159.6; 0.2449;   0.134;    21.3;          ;         ;      ;       ;        ;       ;      ;
1eRASS J015102.7-173924;027.76158331323;-17.65667190327; 135.3; 0.5371;   0.120;    16.3;    11.366;  112.888;      ; 100.67;    0.00;  24.18; 0.045;  780
1eRASS J015102.9-562911;027.76231388132;-56.48662656612; 155.4; 0.2675;   0.150;    23.3;    14.326;   32.082;      ; 104.79;    0.00;  12.50; 0.081;  694
1eRASS J015107.6-565502;027.78203723606;-56.91742940307; 154.1; 0.2859;   0.701;   108.0;    65.163;  178.641;  2.70; 179.99;  498.48;  47.02; 0.038; 1073
1eRASS J015108.8-335800;027.78705499096;-33.96684409387; 146.9; 0.2935;   0.111;    16.3;          ;         ;      ;       ;        ;       ;      ;
1eRASS J015116.5-354427;027.81886928362;-35.74108510988; 159.0; 0.5393;   0.326;    51.8;    30.971;  311.240;      ; 476.41;    0.00;  48.14; 0.097;  980
1eRASS J015124.3-211644;027.85152109128;-21.27897694878; 154.7; 0.6458;   0.196;    30.3;    18.621;  283.539;      ; 257.26;    0.00;  36.27; 0.068;  855
1eRASS J015129.4-242123;027.87264062520;-24.35640275828; 158.5; 0.3976;   0.159;    25.3;    15.145;   78.479;      ; 123.02;    0.00;  18.92; 0.063;  759
1eRASS J015138.0-684956;027.90838474679;-68.83226130534; 208.0; 0.2163;   0.092;    19.1;     8.640;   15.161;      ;  10.36;    0.00;   6.76; 0.015;  576
1eRASS J015139.5-290006;027.91490123252;-29.00175990563; 155.6; 0.3937;   0.817;   127.0;    78.373;  392.940;      ; 573.39;    0.00;  73.96; 0.078; 1198
1eRASS J015146.9-445155;027.94574939793;-44.86541337555; 296.2; 0.2768;   0.257;    76.3;    24.776;   52.139;      ; 174.46;    0.00;  21.87; 0.080;  834
1eRASS J015150.4-520330;027.96030492443;-52.05859609587; 152.6; 0.5902;   0.068;    10.4;     5.988;  103.509;      ; 141.56;    0.00;  17.76; 0.074;  689
1eRASS J015152.8-561738;027.97024847801;-56.29409600252; 153.2; 0.4492;   0.116;    17.8;    10.374;   88.596;      ; 118.42;    0.00;  19.53; 0.057;  752
1eRASS J015154.3-254747;027.97625351493;-25.79646812664; 156.0; 0.1404;   0.856;   133.6;    80.412;   43.426;  2.57; 169.67;  479.90;  23.36; 0.072;  895
1eRASS J015154.4-784040;027.97705454188;-78.67794739895; 216.8; 0.1227;   0.335;    72.6;    30.129;   15.822;      ;  62.02;    0.00;  10.52; 0.059;  690
1eRASS J015220.5-561336;028.08547630717;-56.22668233654; 151.1; 0.4483;   0.088;    13.3;     8.223;   60.585;      ; 129.19;    0.00;  15.00; 0.078;  689
1eRASS J015234.3-285340;028.14310054197;-28.89460540169; 158.5; 0.4063;   1.346;   213.4;   127.920;  680.829;  4.11; 886.40; 3967.04;  94.64; 0.094; 1294
1eRASS J015244.3-453225;028.18478672891;-45.54030871827; 257.2; 1.0585;   0.007;     1.9;          ;         ;      ;       ;        ;       ;      ;
1eRASS J015254.4-554234;028.22677283512;-55.70957777673; 151.1; 0.2695;   0.103;    15.5;     9.172;   23.460;      ;  54.57;    0.00;   9.84; 0.055;  641
1eRASS J015257.1-643823;028.23818524004;-64.63984644843; 207.1; 0.3816;   0.238;    49.4;    22.446;  107.202;      ; 238.29;    0.00;  27.85; 0.084;  869
1eRASS J015258.3-530312;028.24297856472;-53.05350940519; 155.0; 0.5773;   0.236;    36.6;    21.776;  287.594;  3.02; 402.54; 1469.92;  38.57; 0.102;  897
1eRASS J015302.6-605942;028.26094011727;-60.99512817207; 169.8; 1.1008;   0.051;     8.7;          ;         ;      ;       ;        ;       ;      ;
1eRASS J015303.3-783134;028.26381585364;-78.52629113217; 216.9; 0.1195;   0.062;    13.4;     5.155;    2.802;      ;   1.42;    0.00;   2.58; 0.006;  433
1eRASS J015305.0-373556;028.27123348150;-37.59904074338; 159.9; 0.2794;   0.156;    24.9;    13.840;   41.375;  1.53;  83.08;  112.66;  12.62; 0.065;  693
1eRASS J015308.4-822013;028.28531587205;-82.33708868838; 213.9; 0.6021;   0.159;    34.0;    14.760;  229.077;      ; 169.81;    0.00;  32.88; 0.051;  842
1eRASS J015309.9-484010;028.29146606040;-48.66952475022; 143.0; 0.3222;   0.351;    50.3;    32.970;  106.130;  2.91; 294.63;  863.18;  31.27; 0.094;  924
1eRASS J015318.6-824656;028.32764837283;-82.78224641350; 213.3; 0.5154;   0.425;    90.6;    39.991;  422.220;      ; 742.82;    0.00;  65.19; 0.112; 1095
1eRASS J015320.2-565118;028.33443017261;-56.85511837029; 155.2; 0.1899;   0.356;    55.3;    34.432;   36.305;      ; 104.77;    0.00;  17.29; 0.059;  796
1eRASS J015333.3-822724;028.38900721099;-82.45676001567; 213.8; 0.5125;   0.062;    13.4;          ;         ;      ;       ;        ;       ;      ;
1eRASS J015334.0-272110;028.39195681908;-27.35287397440; 157.8; 0.5677;   0.017;     2.6;          ;         ;      ;       ;        ;       ;      ;
1eRASS J015337.5-330737;028.40650281726;-33.12708365060; 164.4; 0.0970;   0.548;    90.1;    49.405;   12.835;      ;  59.07;    0.00;  10.21; 0.058;  689
1eRASS J015343.9-370213;028.43307851297;-37.03721369029; 160.2; 0.5312;   0.084;    13.4;     8.010;   76.246;      ; 122.57;    0.00;  15.90; 0.069;  680
1eRASS J015344.1-181110;028.43380857611;-18.18636864175; 140.5; 0.4837;   0.162;    22.8;    14.853;  129.965;  1.88; 108.97;  238.13;  23.81; 0.048;  792
1eRASS J015346.1-565706;028.44236345975;-56.95172890809; 154.7; 0.1925;   0.159;    24.6;    14.675;   17.317;      ;  41.16;    0.00;   8.50; 0.047;  627
1eRASS J015400.5-831030;028.50233199480;-83.17512329051; 212.1; 0.3023;   0.195;    41.3;    18.018;   63.734;      ; 145.68;    0.00;  20.28; 0.072;  805
1eRASS J015404.5-191553;028.51913224008;-19.26486705088; 136.5; 0.5197;   0.078;    10.6;     7.027;   77.164;      ;  49.49;    0.00;  16.19; 0.033;  687
1eRASS J015407.8-233540;028.53262954742;-23.59470160449; 159.1; 0.2071;   0.207;    33.0;    19.610;   24.564;      ;  86.55;    0.00;  11.56; 0.071;  692
1eRASS J015416.9-593753;028.57061711171;-59.63150110975; 164.9; 0.3635;   0.118;    19.4;    10.632;   49.318;      ; 115.60;    0.00;  13.90; 0.077;  694
1eRASS J015418.6-384735;028.57780794712;-38.79319903690; 147.1; 0.2499;   0.500;    73.5;    45.848;   88.147;      ; 207.25;    0.00;  30.93; 0.068;  945
1eRASS J015429.9-323153;028.62466327768;-32.53144202735; 157.2; 0.2502;   0.256;    40.2;    24.122;   45.152;      ; 121.09;    0.00;  17.55; 0.068;  782
1eRASS J015446.0-304100;028.69183415090;-30.68339825395; 138.4; 0.5279;   0.047;     6.5;          ;         ;      ;       ;        ;       ;      ;
1eRASS J015448.8-482149;028.70350189572;-48.36382377431; 143.9; 0.2887;   0.080;    11.5;     7.403;   20.580;      ;  38.74;    0.00;   7.84; 0.047;  590
1eRASS J015452.9-782953;028.72047492229;-78.49817015420; 219.2; 0.1208;   0.473;   103.7;    43.536;   21.586;      ;  88.33;    0.00;  14.36; 0.060;  766
1eRASS J015509.5-683448;028.78975667268;-68.58011870089; 210.3; 0.2218;   0.463;    97.3;    41.955;   84.077;  2.04; 148.56;  312.65;  29.93; 0.049;  944
1eRASS J015510.0-850756;028.79202822322;-85.13239378555; 207.8; 0.6276;   0.149;    30.9;    13.619;  258.672;      ; 367.48;    0.00;  33.54; 0.103;  839
1eRASS J015510.2-330831;028.79269992914;-33.14199393355; 164.5; 0.5583;   0.091;    14.9;     8.498;   96.673;      ; 120.78;    0.00;  16.88; 0.066;  686
1eRASS J015517.3-454811;028.82247515715;-45.80328128280; 298.6; 0.5398;   0.149;    44.4;    13.978;  147.597;      ; 325.26;    0.00;  28.33; 0.113;  821
1eRASS J015517.4-484820;028.82269363056;-48.80580077305; 144.7; 0.2068;   0.320;    46.3;    29.686;   40.698;      ; 104.64;    0.00;  16.47; 0.064;  778
1eRASS J015521.5-325245;028.83973717942;-32.87928526214; 156.7; 0.3080;   0.175;    27.5;    15.011;   51.475;  1.26; 133.03;  160.25;  16.64; 0.078;  752
1eRASS J015540.9-501142;028.92073592745;-50.19508524154; 147.1; 0.8464;   0.127;    18.6;    11.450;  385.845;      ; 354.99;    0.00;  27.76; 0.125;  722
1eRASS J015557.1-835744;028.98805037211;-83.96236414644; 211.5; 0.1225;   0.094;    19.9;          ;         ;      ;       ;        ;       ;      ;
1eRASS J015558.6-283859;028.99446461096;-28.64972293108; 159.5; 0.3054;   0.109;    17.4;    10.276;   29.305;      ;  29.19;    0.00;  10.12; 0.027;  638
1eRASS J015559.5-791603;028.99810133271;-79.26767271206; 218.0; 0.1083;   0.791;   172.3;    71.340;   27.129;  1.64; 108.98;  184.08;  17.50; 0.062;  821
1eRASS J015608.6-650756;029.03588713665;-65.13242665781; 211.5; 0.4334;   0.174;    36.7;    15.153;  122.382;      ; 255.08;    0.00;  27.20; 0.092;  845
1eRASS J015608.9-554159;029.03714566363;-55.69989450965; 154.1; 1.2880;   0.074;    11.4;          ;         ;      ;       ;        ;       ;      ;
1eRASS J015613.5-405224;029.05638450774;-40.87358336780; 144.2; 0.3223;   0.369;    53.2;    34.665;  110.765;      ; 179.50;    0.00;  30.21; 0.057;  913
1eRASS J015615.6-334656;029.06500224017;-33.78238925248; 165.3; 0.1330;   0.261;    43.1;    23.993;   11.924;      ;  36.69;    0.00;   8.31; 0.042;  636
1eRASS J015626.2-310224;029.10918820991;-31.04011961383; 139.9; 0.1236;   0.550;    77.0;    50.103;   21.485;  1.42;  88.71;  136.14;  13.88; 0.063;  757
1eRASS J015629.0-335329;029.12089151323;-33.89139187295; 166.0; 0.4243;   0.211;    35.0;    20.318;  113.333;      ; 220.18;    0.00;  27.21; 0.076;  848
1eRASS J015629.8-162024;029.12441726096;-16.34000682926; 144.8; 0.4389;   0.053;     7.7;          ;         ;      ;       ;        ;       ;      ;
1eRASS J015641.6-220324;029.17372716403;-22.05681692493; 157.2; 0.2976;   0.190;    29.8;    17.645;   40.331;      ;  68.16;    0.00;  16.11; 0.040;  747
1eRASS J015645.1-411419;029.18824887519;-41.23869537355; 144.2; 0.2563;   0.065;     9.3;          ;         ;      ;       ;        ;       ;      ;
1eRASS J015712.0-235842;029.30040656331;-23.97843337093; 160.5; 0.2086;   0.883;   141.7;    81.884;  101.463;  1.70; 328.25;  588.21;  38.53; 0.085; 1032
1eRASS J015713.5-582108;029.30659636111;-58.35227432414; 160.7; 0.2163;   0.823;   132.1;    77.850;  110.325;  3.54; 329.15; 1324.30;  38.79; 0.085; 1032
1eRASS J015718.7-440347;029.32805671437;-44.06314691377; 164.3; 0.0857;   0.272;    44.7;    23.379;    4.697;  1.05;  20.41;   20.94;   4.48; 0.044;  526
1eRASS J015721.2-680113;029.33841129374;-68.02031785386; 224.6; 0.4847;   0.066;    14.8;     5.861;   61.356;      ;  60.19;    0.00;  14.17; 0.047;  666
1eRASS J015721.6-364907;029.34039922636;-36.81867597295; 144.0; 0.1285;   0.075;    10.8;     7.069;    3.201;      ;   1.75;    0.00;   2.94; 0.008;  450
1eRASS J015723.4-400019;029.34773492755;-40.00536956591; 145.7; 0.1756;   0.170;    24.8;    15.559;   13.689;      ;  32.02;    0.00;   7.46; 0.041;  604
1eRASS J015728.5-611717;029.36902355783;-61.28827145220; 173.8; 0.3445;   0.241;    41.9;    22.721;   92.151;      ; 213.90;    0.00;  26.75; 0.079;  869
1eRASS J015735.3-642301;029.39711806945;-64.38388447307; 207.5; 0.0750;   2.196;   455.7;   203.407;   32.057;  2.10; 124.97;  279.24;  20.77; 0.060;  879
1eRASS J015738.3-191543;029.40967829282;-19.26216097223; 155.0; 0.5221;   0.043;     6.6;          ;         ;      ;       ;        ;       ;      ;
1eRASS J015742.4-534011;029.42686877762;-53.66997928554; 158.8; 0.1539;   0.101;    16.0;     9.151;    6.368;      ;  16.56;    0.00;   4.56; 0.037;  517
1eRASS J015753.5-210226;029.47292143770;-21.04070018288; 154.6; 0.1716;   0.274;    42.3;    25.706;   20.863;  2.36;  39.36;  112.47;  11.51; 0.035;  699
1eRASS J015800.8-650005;029.50374334614;-65.00165735218; 211.1; 0.1030;   0.533;   112.6;    48.208;   15.283;  1.51;  72.36;  124.80;  11.70; 0.061;  719
1eRASS J015814.9-381525;029.56233444436;-38.25703457396; 140.0; 0.3731;   0.615;    86.1;    57.820;  257.337;      ; 405.53;    0.00;  55.79; 0.071; 1099
1eRASS J015817.6-293713;029.57350842255;-29.62053026266; 161.9; 0.2183;   0.372;    60.2;    35.205;   48.689;      ; 139.77;    0.00;  20.73; 0.066;  837
1eRASS J015821.2-285501;029.58854178413;-28.91721910658; 162.3; 0.8438;   0.160;    26.0;    15.247;  406.296;      ; 223.19;    0.00;  32.61; 0.065;  763
1eRASS J015823.6-194651;029.59859633485;-19.78110156928; 155.0; 0.3159;   0.345;    53.5;    32.095;   98.396;      ; 154.91;    0.00;  29.42; 0.051;  907
1eRASS J015824.9-204510;029.60396951681;-20.75298566085; 154.4; 0.2525;   0.052;     8.0;          ;         ;      ;       ;        ;       ;      ;
1eRASS J015841.7-254715;029.67408183355;-25.78750452100; 164.9; 0.3494;   0.118;    19.4;    11.270;   42.535;      ;  19.67;    0.00;  13.69; 0.020;  694
1eRASS J015847.0-415007;029.69598204230;-41.83536409065; 145.5; 0.4271;   0.077;    11.2;     7.217;   45.692;      ;  75.33;    0.00;  10.86; 0.065;  624
1eRASS J015853.5-651842;029.72300098997;-65.31192253060; 213.9; 0.0800;   0.214;    45.7;    18.465;    3.593;  1.14;  13.75;   17.56;   4.13; 0.034;  512
1eRASS J015853.5-171756;029.72310254386;-17.29894584260; 146.9; 0.1687;   0.086;    12.6;     7.702;    6.584;      ;  18.12;    0.00;   4.57; 0.035;  515
1eRASS J015900.6-341307;029.75262379274;-34.21863079867; 153.6; 0.4015;   1.476;   226.6;   138.608;  743.165;  3.16;1290.84; 4201.71; 101.68; 0.128; 1328
1eRASS J015901.3-424728;029.75575836834;-42.79125187686; 145.8; 1.2192;   0.021;     3.1;          ;         ;      ;       ;        ;       ;      ;
1eRASS J015917.3-180144;029.82220055791;-18.02895740662; 144.5; 0.1723;   0.581;    84.0;    55.124;   47.082;      ; 184.34;    0.00;  21.86; 0.084;  866
1eRASS J015920.2-384029;029.83448096916;-38.67497610958; 142.9; 0.2535;   0.659;    94.1;    61.623;  116.640;      ; 330.29;    0.00;  38.23; 0.086; 1013
1eRASS J015921.1-333139;029.83794021643;-33.52753439299; 145.3; 0.4114;   0.676;    98.2;    64.554;  350.564;      ; 653.91;    0.00;  63.95; 0.102; 1133
1eRASS J015921.1-175724;029.83808684126;-17.95669427139; 143.1; 0.1700;   0.039;     5.6;          ;         ;      ;       ;        ;       ;      ;
1eRASS J015931.7-610810;029.88238790474;-61.13627719104; 175.9; 0.1791;   0.456;    80.1;    42.107;   36.634;  2.05; 112.03;  246.58;  20.03; 0.056;  839
1eRASS J015942.1-322614;029.92544254289;-32.43736428057; 144.3; 0.6532;   0.015;     2.2;          ;         ;      ;       ;        ;       ;      ;
1eRASS J015951.5-625744;029.96469447606;-62.96248184687; 181.4; 0.4625;   0.000;     0.1;          ;         ;      ;       ;        ;       ;      ;
1eRASS J015953.8-544529;029.97423967354;-54.75831975760; 153.4; 0.4829;   0.121;    18.5;    11.294;   97.391;  2.18; 121.06;  352.14;  19.58; 0.055;  743
1eRASS J015954.8-483542;029.97833625218;-48.59501261330; 145.9; 0.2115;   0.237;    34.7;    22.642;   30.807;      ; 112.49;    0.00;  12.81; 0.086;  714
